Name,DC,LAC,BC,CC,NC,Essentiality
Q0032,0.0002028809089064719,0.0,0.22401179245872377,0.0,1.0,0
YNL182C,0.002434570906877663,0.001324646574230384,0.28960543893458973,2.5,0.6253921303407366,1
Q0050,0.0002028809089064719,0.0,0.20635441491477316,0.0,1.0,0
YER142C,0.0032460945425035505,0.0007696432232447169,0.26075927688954403,0.25,0.1410274894271434,0
Q0080,0.0006086427267194157,5.626821882020615e-05,0.21601961878667214,0.6666666666666666,0.40929012345679006,0
YBL099W,0.0036518563603164943,0.001192610067850234,0.260252374034745,3.111111111111111,17.591585747543462,0
YJR121W,0.004057618178129438,0.0021952122662040495,0.26689631823842297,2.7,17.37122739128244,0
YLR148W,0.002434570906877663,0.0009318085806599343,0.24249628753456312,2.0,2.516898612173337,0
Q0085,0.0014201663623453033,6.251608508316874e-06,0.2200535893867885,4.571428571428571,3.7015424225245654,0
YDR298C,0.0010144045445323595,4.303885882604379e-05,0.2366848556081836,2.8,1.1356343280244379,0
YDR377W,0.0012172854534388314,4.5343271645815e-06,0.22004354265394888,4.333333333333333,2.5913792831947595,0
YKL016C,0.0014201663623453033,0.00012110711723406319,0.23670810445211152,4.0,3.056107708259723,0
YML081C-A,0.0012172854534388314,1.3200241427033022e-05,0.22127605320001112,4.0,2.3321318342151676,0
YPL078C,0.0016230472712517752,0.0004466087876692107,0.2541320176509065,1.5,0.8346636432350718,0
Q0092,0.0002028809089064719,0.0,0.18114762515032107,0.0,1.0,0
YOR026W,0.0010144045445323595,0.0004327809080270503,0.22176476854320354,0.0,0.20000000000000004,0
Q0130,0.0004057618178129438,0.0,0.21109954512502482,1.0,0.611141975308642,0
Q0250,0.0006086427267194157,3.4852369233869965e-05,0.20583445290409746,0.6666666666666666,0.8958333333333333,0
YBR024W,0.0008115236356258876,0.0003816965660967822,0.23553971824598977,0.5,0.8055555555555554,1
YBR037C,0.0006086427267194157,1.5781538213197446e-05,0.20390987116049425,0.6666666666666666,0.8958333333333333,0
YER154W,0.0012172854534388314,0.0008396073713776557,0.24233777729029776,0.0,0.16666666666666669,0
Q0275,0.0002028809089064719,0.0,0.1946453582145084,0.0,1.0,0
YAL001C,0.0002028809089064719,0.0,0.19310897166237048,0.0,1.0,1
YBR123C,0.0016230472712517752,0.0009496366185436905,0.2399608521159792,0.5,0.3933179012345679,1
YAL002W,0.0010144045445323595,0.00024104919634289468,0.229527274728519,2.4,1.4065476190476192,0
YKR026C,0.009738283627510651,0.007175174353814576,0.29579070300413907,1.3333333333333333,2.374947645993435,0
YLR396C,0.0014201663623453033,3.8487904746940716e-05,0.20922094611692316,2.857142857142857,2.2259618291761147,0
YMR231W,0.0014201663623453033,4.267305349581537e-05,0.21500774958732344,3.7142857142857144,3.3267806752330564,0
YPL045W,0.0014201663623453033,2.45133597188482e-05,0.20626610094793468,3.142857142857143,2.731158982111363,1
YAL003W,0.0006086427267194157,2.2502599114118426e-05,0.2509561944675575,1.3333333333333333,0.5049377678675464,1
YBR118W,0.0016230472712517752,0.0005274817012971358,0.2539980877338309,0.5,0.3569172237587156,0
YKL081W,0.004463379995942382,0.001773784239370853,0.2840748387804693,0.6363636363636364,0.5052018747084405,0
YML064C,0.023737066342057214,0.02455477394734802,0.3265763460326225,0.7008547008547008,6.574809562338755,1
YAL004W,0.0004057618178129438,2.237310545757479e-05,0.23879570503638917,0.0,0.5,0
YGL181W,0.008723879082978291,0.007561258244537132,0.29944788535255934,0.8372093023255814,0.729886578009313,0
YML109W,0.006289308176100629,0.002479963316730711,0.2829574188193179,2.193548387096774,2.029638586577569,0
YAL005C,0.0026374518157841345,0.00040370021756971246,0.2682481056798265,1.3846153846153846,0.3292586631168801,0
YAR002W,0.002434570906877663,0.0007144256071954496,0.28804767599506587,3.3333333333333335,1.0800785721481911,0
YDR192C,0.006289308176100629,0.0036813046514577127,0.2931816846979404,1.5483870967741935,0.9072303182054955,0
YHR069C,0.002434570906877663,0.00020597014059988266,0.2640305530157468,5.666666666666667,3.742601327296906,1
YLR310C,0.0032460945425035505,0.0012409625502696044,0.26997612114885966,0.875,0.6688118421545106,1
YLR335W,0.0038547372692229664,0.0004897067304380882,0.28412507898068984,4.7368421052631575,1.9625919998541392,0
YLR347C,0.011564211807668898,0.0060921234491086345,0.31345042369598347,2.7719298245614037,21.44914856184448,1
YNL007C,0.0016230472712517752,0.00027066635781127445,0.26033672093930976,0.0,0.125,1
YNL064C,0.0014201663623453033,0.00020653459540871465,0.25087781556136807,0.0,0.14285714285714285,0
YOR098C,0.009129640900791236,0.009150840272970587,0.30894959709932324,1.0666666666666667,1.8391081288731554,1
YOR151C,0.0032460945425035505,0.0006529221747171074,0.2689366505635535,3.25,2.3464331892882075,1
YOR160W,0.0018259281801582471,0.00022990104796656255,0.2710998827061223,0.8888888888888888,0.31421317136732885,1
YPL240C,0.0038547372692229664,0.001614166017298016,0.26695545113268204,1.5789473684210527,1.4088406975106078,0
YPR010C,0.004463379995942382,0.0015181686117357186,0.2828079870173361,1.4545454545454546,0.8974770341642082,1
YAL007C,0.005072022722661797,0.0017400592346822198,0.2793331236089859,3.2,0.8315301944196836,0
YAR002C-A,0.0012172854534388314,0.0009805207242106128,0.2773559138372241,1.0,0.31322469135802466,0
YBR036C,0.008115236356258876,0.001099681222154779,0.27258716784963755,9.25,5.575623489854554,0
YBR183W,0.006897950902820044,0.0008233104267571785,0.2636694411482818,9.705882352941176,3.6151149112203176,0
YCL025C,0.007303712720632989,0.0018942316041056111,0.27855818487743855,5.944444444444445,2.3087871790493595,0
YDL054C,0.0032460945425035505,0.000736414221780406,0.2540114743727966,2.0,0.3281323380843377,0
YDR087C,0.0014201663623453033,0.00036940621211584786,0.2625347921750431,1.1428571428571428,0.21448544028722596,1
YDR101C,0.003043213633597079,0.0006471028053521451,0.271481649002954,2.1333333333333333,0.9444674325193805,0
YDR127W,0.0036518563603164943,0.0013508434830909121,0.2842759062610264,0.6666666666666666,0.18596288855158682,0
YEL002C,0.007709474538445933,0.001586676719287004,0.26762250623296363,5.7368421052631575,4.51971780447428,1
YEL063C,0.009738283627510651,0.00319642960128771,0.28166756558643224,7.541666666666667,5.232166088791622,0
YER110C,0.005477784540474742,0.002554660882060138,0.29677424351905435,0.9629629629629629,0.2391447555488255,0
YGL200C,0.009129640900791236,0.004386564159206465,0.2823110189051923,7.377777777777778,5.478072450671371,0
YGR060W,0.010549807263136538,0.0030907464925712487,0.2816017361816794,10.73076923076923,9.566309643717089,1
YHR026W,0.006695069993913573,0.003928353682630972,0.28340666322177127,6.96969696969697,3.454983113961469,0
YHR110W,0.003448975451410022,9.223513222738124e-05,0.25740299694239704,5.176470588235294,0.7778737477127956,0
YHR140W,0.012375735443294787,0.006220042103137092,0.2856067386518188,14.754098360655737,20.462325333379017,0
YJL117W,0.009332521809697708,0.0072641628570173375,0.3016406130147354,11.173913043478262,6.920238502080893,0
YLR342W,0.002434570906877663,0.0011298605872988093,0.25480379142212223,0.16666666666666666,0.12700680272108847,0
YML012W,0.002028809089064719,0.0005201705258294916,0.2555604069542098,2.2,0.7555577595535236,0
YMR290C,0.005072022722661797,0.0018031521227054046,0.298502026182921,5.52,1.64220970925714,1
YNL130C,0.0028403327246906067,0.0008617426403854767,0.24694439282417596,2.4285714285714284,0.4948437975683754,0
YPL076W,0.012578616352201259,0.0031186117903276825,0.282162268880595,14.419354838709678,19.687045504474543,1
YPL211W,0.002028809089064719,0.0006225356090420335,0.2601119172513056,1.4,0.22243228282267374,1
YPL264C,0.00750659362953946,0.000637175994514672,0.2700366267788795,9.621621621621621,4.836251471356465,0
YPR201W,0.002231689997971191,0.0005744203569898895,0.24341483407825465,1.0909090909090908,0.19573845780317822,0
YAL009W,0.0010144045445323595,0.00015122298207063587,0.22229665212625996,0.0,0.20000000000000004,0
YDL040C,0.0008115236356258876,6.375963514253309e-05,0.2319017328946467,0.5,0.3886111111111111,0
YDR211W,0.002028809089064719,0.00021323864012958737,0.2545077739213942,4.4,1.8508662958598487,1
YHR004C,0.0004057618178129438,8.361797907285112e-06,0.2026324874815826,0.0,0.5,0
YJL176C,0.0016230472712517752,0.0004038628537771284,0.2449986638241888,2.25,1.5152348434116667,0
YAL010C,0.0008115236356258876,8.419021760020357e-05,0.23274163196587996,0.0,0.25,0
YFL048C,0.002028809089064719,0.0001835496759785856,0.24874141797839813,1.4,0.39179497858695855,0
YJL066C,0.0004057618178129438,5.245290912949658e-05,0.2370340684969971,0.0,0.5,0
YMR203W,0.0014201663623453033,8.067632248292755e-05,0.22501581375178312,0.5714285714285714,0.4637882653061224,1
YPL235W,0.004057618178129438,0.002576687098920477,0.2822118348020519,0.2,0.07599857524601157,1
YAL011W,0.0012172854534388314,0.0004956075522020623,0.251178534227092,0.3333333333333333,0.24702638408304495,0
YDL181W,0.0016230472712517752,0.0003884022018256651,0.25353044264857666,0.25,0.15697530864197531,0
YER081W,0.018867924528301886,0.02437021228871021,0.3085342625151682,0.06451612903225806,0.08526325301468064,0
YHR158C,0.003448975451410022,0.0021336363755883577,0.28830613834715807,0.8235294117647058,0.8487667226986326,0
YIR018W,0.0008115236356258876,0.00042731344345459495,0.2178553412624618,0.0,0.25,0
YOR127W,0.002028809089064719,0.0008603188853691789,0.2762747901834017,1.0,0.2578702607578644,0
YOR269W,0.0016230472712517752,0.0001360457015993828,0.24339024920459762,0.25,0.21261053440984234,0
YAL012W,0.0010144045445323595,0.0006846623955785627,0.26914690985365736,0.0,0.20000000000000004,1
YBR055C,0.012172854534388315,0.009223459083266342,0.2968473586320179,1.6666666666666667,2.0445585125100703,1
YJR091C,0.05741529722053155,0.11626251786949847,0.3546702270034176,0.2756183745583039,2.0760018774775157,0
YMR101C,0.0002028809089064719,0.0,0.21157215604694654,0.0,1.0,0
YMR300C,0.0006086427267194157,5.005126203431762e-05,0.239543425186354,0.0,0.3333333333333333,0
YPL149W,0.0010144045445323595,9.73249944649401e-05,0.2582858368032927,0.8,0.2674932725975059,0
YAL013W,0.0004057618178129438,1.3217158852901245e-05,0.2242932666953389,0.0,0.5,0
YGL061C,0.0038547372692229664,0.0013160709146934986,0.27014257691550037,0.631578947368421,1.1394878979857046,1
YNL330C,0.004057618178129438,0.0013532001037013866,0.2704305753983527,1.8,4.403285040253079,0
YAL014C,0.0004057618178129438,7.046352323787842e-05,0.23270791920957182,0.0,0.5,0
YER133W,0.012172854534388315,0.00882039998855611,0.29595417345713493,2.566666666666667,5.326304754761541,1
YIL034C,0.0036518563603164943,0.0025026718543922064,0.25935606278584955,0.1111111111111111,0.14729166666666665,0
YAL015C,0.002231689997971191,0.00031162037993593013,0.27641739589065395,0.9090909090909091,0.20535935828197593,0
YDL029W,0.009738283627510651,0.00650978880230338,0.31229273082028397,2.1666666666666665,3.2959505334161237,1
YDL059C,0.006289308176100629,0.0025187835963910304,0.2866599485368133,0.45161290322580644,0.17187181835034596,0
YDR214W,0.003448975451410022,0.0010879913283443484,0.27597421637365105,0.7058823529411765,0.18367626048955207,0
YEL030W,0.003043213633597079,0.0007951481438117806,0.2730968786689394,0.13333333333333333,0.0923939995929401,0
YEL060C,0.0036518563603164943,0.0016315063580326138,0.2818487552485054,0.8888888888888888,0.3011984158035167,0
YJR068W,0.004057618178129438,0.0014727784437150331,0.27902586202451474,1.9,2.515646158929478,1
YMR012W,0.006289308176100629,0.005303320536262148,0.3076087384956243,0.1935483870967742,0.0593771450662931,0
YMR058W,0.007303712720632989,0.005069726149396408,0.29483169479105903,5.444444444444445,2.101355758917575,0
YMR146C,0.002231689997971191,0.0005221910393496059,0.26640946961193096,3.272727272727273,0.873780152962618,1
YNL037C,0.0026374518157841345,0.0006451539508555912,0.2765918918077155,0.46153846153846156,0.11227518243589969,0
YPR110C,0.013795901805640089,0.012499007693910944,0.3094653727205241,1.6470588235294117,6.712610269820008,1
YAL016W,0.0032460945425035505,0.0007951665416340611,0.2675779321979481,1.875,1.2207654805476373,0
YAL024C,0.0008115236356258876,0.00010500210082260658,0.26302192287434195,1.0,0.35387055775522575,0
YDL134C,0.003043213633597079,0.001323253224715134,0.2765918918077155,1.8666666666666667,2.272210176680202,0
YDL188C,0.006897950902820044,0.0022215503647324674,0.2834900132197778,2.8823529411764706,4.765266199405469,0
YDR482C,0.0008115236356258876,0.00019815837317115073,0.2651636066653522,0.0,0.25,0
YGL190C,0.004666260904848854,0.00177973018556502,0.2800961070930111,1.0434782608695652,0.3207185523481738,0
YGR161C,0.0006086427267194157,0.0,0.22992146335032165,2.0,0.5791341070742022,0
YGR281W,0.0008115236356258876,0.0002106092457860695,0.2330454869082463,0.0,0.25,0
YHR082C,0.002028809089064719,0.0004270383652326689,0.2570460647866369,0.2,0.18336914062500007,1
YHR135C,0.009738283627510651,0.0054235425654505145,0.2872065857070164,0.7083333333333334,0.8155139673520647,0
YMR273C,0.003043213633597079,0.0006405658818611357,0.2731278315056921,3.3333333333333335,2.0095471191095244,0
YNL127W,0.003043213633597079,0.0011775294000304832,0.2547499188513897,0.13333333333333333,0.12098765432098765,0
YOL113W,0.0012172854534388314,0.00011165523063658344,0.23349710356811404,0.0,0.16666666666666669,0
YOR014W,0.002028809089064719,0.0009884167533404076,0.2848639821945412,1.0,0.31471151441040646,0
YPL152W,0.0010144045445323595,0.0006223216111976014,0.2636694411482818,0.4,0.22126543209876545,0
YAL017W,0.0012172854534388314,0.00027047657985589785,0.2566627816992993,0.0,0.16666666666666669,0
YCL027W,0.006086427267194158,0.005881179219560506,0.2971218614604181,0.5333333333333333,1.207712280290885,0
YDR099W,0.004869141813755326,0.0035916984498826545,0.26552882567073116,0.4166666666666667,1.3426754356521005,0
YDR190C,0.003448975451410022,0.0013121852549242913,0.28204668274516864,0.35294117647058826,0.11004437780918734,1
YGL112C,0.006289308176100629,0.0017357598223238888,0.2778515919952405,4.258064516129032,4.752145360408739,1
YOL045W,0.0006086427267194157,1.326010776038706e-05,0.23099035297145662,0.0,0.3333333333333333,0
YPR160W,0.0032460945425035505,0.0015076817107332486,0.2787031581998174,0.375,0.11135519395134781,0
YAL018C,0.0018259281801582471,0.00011824216112469433,0.2459614041719542,1.1111111111111112,0.22629283230221536,0
YBR290W,0.007303712720632989,0.0010927929735822066,0.25813366797436893,8.38888888888889,5.369815168044943,0
YDR331W,0.011969973625481842,0.004946003562912136,0.28589475114185803,8.88135593220339,11.961514847971452,1
YIL171W,0.0016230472712517752,6.953490489225043e-05,0.2362903228293103,0.5,0.1656238199165154,1
YLL028W,0.00750659362953946,0.001285787776339178,0.26417527487116,6.216216216216216,3.1773815301519033,0
YLR034C,0.002231689997971191,0.0002156695777619371,0.24861310815792026,2.0,0.3384563788872715,0
YLR264W,0.003448975451410022,0.003949539180934322,0.29412997160682547,1.1764705882352942,0.34509930544496453,0
YAL019W,0.0010144045445323595,0.00045564182364643356,0.2633524788126027,0.0,0.20000000000000004,0
YBL088C,0.0006086427267194157,2.4394070676299188e-05,0.244365142967573,0.0,0.3333333333333333,0
YBR084W,0.0026374518157841345,0.0005658486192179854,0.2642042382825043,0.6153846153846154,0.2203540842339005,0
YBR160W,0.043010752688172046,0.07009200990865389,0.3402240374664296,0.8867924528301887,12.181049236336229,1
YJL124C,0.009129640900791236,0.007107959794328353,0.29911336900325464,2.7111111111111112,3.219197056265715,0
YAL021C,0.004463379995942382,0.0009937485942301877,0.2715887363208296,3.4545454545454546,3.548627928542299,0
YCL028W,0.0032460945425035505,0.0016939880944592156,0.28412507898068984,0.25,0.10512403000415853,1
YCR093W,0.005072022722661797,0.0017518386763165296,0.2775156166723926,4.08,3.7992311539371117,1
YDL165W,0.0032460945425035505,0.0014443486678257739,0.27507640629812463,2.625,1.3245319694540467,1
YDR188W,0.0036518563603164943,0.0009620804496134,0.27996594334879127,0.3333333333333333,0.19087771542754062,1
YDR443C,0.0026374518157841345,0.00025599580444096807,0.25613082397563064,3.6923076923076925,1.7511321896832133,0
YER068W,0.0018259281801582471,4.922235197352616e-05,0.24902416630926125,5.111111111111111,2.0538889334446058,0
YFL028C,0.0004057618178129438,0.0,0.21600993701817148,1.0,0.6303608978434152,0
YGL178W,0.0016230472712517752,0.0005358075028089857,0.27636984430009987,1.0,0.2448437242433918,0
YGL195W,0.0038547372692229664,0.0010846692801997847,0.2772123383612931,0.3157894736842105,0.1781731445014653,0
YGR086C,0.0032460945425035505,0.002237737951598273,0.2831901824284295,0.125,0.06969634859616886,0
YGR092W,0.004057618178129438,0.0018918519935111383,0.2918501704462542,1.3,0.3940682712760058,0
YGR134W,0.0018259281801582471,0.00019152788025848886,0.2472611181381819,4.222222222222222,1.6748844039108197,0
YGR155W,0.003448975451410022,0.001718865429366997,0.29000624073346426,0.23529411764705882,0.07950766463231901,1
YGR184C,0.002231689997971191,0.0006086931900999177,0.2525473545771034,0.18181818181818182,0.10603976852474448,0
YKR036C,0.003043213633597079,0.0010689959482838925,0.2557231238260435,1.3333333333333333,0.4017374862639103,0
YNL025C,0.003448975451410022,0.0017425683046234312,0.26655681183283236,1.7647058823529411,0.7857994516692758,0
YNL288W,0.0026374518157841345,0.0007187015382800056,0.27117615004498075,4.615384615384615,2.584431532662362,0
YNR052C,0.004666260904848854,0.002047328258323113,0.2829574188193179,2.5217391304347827,2.205479040532741,1
YOR027W,0.0038547372692229664,0.0011535598093680096,0.2783329703597507,0.7368421052631579,0.5910360424574534,0
YPL042C,0.003448975451410022,0.0011056800888866122,0.2760848779715554,3.8823529411764706,1.4593880383723048,0
YPR072W,0.002434570906877663,0.00017100343912349343,0.25371729389078973,4.5,1.9942916721465986,0
YAL022C,0.0010144045445323595,0.0005015921153900572,0.23508017338549614,0.8,0.22945061097211938,0
YBR159W,0.020490971799553663,0.010476791829806126,0.2907410095161635,6.653465346534653,18.042216875648098,0
YDR497C,0.0006086427267194157,2.0015232717061646e-06,0.2187551613448367,0.6666666666666666,0.3844509575467806,0
YGL132W,0.0004057618178129438,9.704003050227123e-05,0.19062665485699648,0.0,0.5,0
YJR117W,0.007709474538445933,0.0015604884891649217,0.27090178824964545,5.157894736842105,2.1654698713774483,0
YAL023C,0.0002028809089064719,0.0,0.21457698743374926,0.0,1.0,0
YAR027W,0.007709474538445933,0.005885775351922969,0.2740285259693792,1.5263157894736843,1.0915628807420379,0
YIR009W,0.005274903631568269,0.0037914802750559865,0.2856913879519527,0.3076923076923077,0.11495543151733623,0
YAL025C,0.0002028809089064719,0.0,0.20601922350814064,0.0,1.0,1
YOR005C,0.003448975451410022,0.0016120411238129987,0.26022427054421693,2.588235294117647,0.5502367813112561,0
YAL026C,0.0006086427267194157,4.2067536246466816e-05,0.21932258087597006,0.0,0.3333333333333333,0
YAL053W,0.0014201663623453033,0.0006681539763636214,0.24083618402705587,0.0,0.14285714285714285,0
YDL192W,0.003043213633597079,0.0014765428370886722,0.2689066403364081,0.9333333333333333,0.34940762972352724,0
YPL146C,0.0006086427267194157,6.378124869311197e-05,0.2266347086781455,0.0,0.3333333333333333,1
YAL027W,0.0018259281801582471,0.000297047210599843,0.25186108459183953,0.2222222222222222,0.13564271619592566,0
YBR196C,0.0006086427267194157,3.9491592139207206e-05,0.22739390020049266,0.0,0.3333333333333333,1
YCL024W,0.0012172854534388314,3.59690970288996e-05,0.24383353813363565,2.0,0.5009779817347073,0
YDR174W,0.003043213633597079,0.0014550896364574815,0.2837737702984834,0.4,0.1204336742648553,0
YDR381W,0.0038547372692229664,0.001244927423646208,0.27968974667766033,0.8421052631578947,0.42418442215773217,1
YDR507C,0.0026374518157841345,0.0009622111604707141,0.27424682569417563,2.4615384615384617,1.052066823772103,0
YLR044C,0.0018259281801582471,0.0003679062256495211,0.2504996733237756,0.0,0.1111111111111111,0
YML095C,0.0032460945425035505,0.0009768602815334374,0.26886163755156994,0.625,0.2083524455290941,0
YOL086C,0.004057618178129438,0.0018137259707064447,0.26558735409430995,0.0,0.05000000000000003,0
YPL022W,0.00750659362953946,0.005427309088873944,0.28124022377017227,0.21621621621621623,0.1448696474961356,0
YAL028W,0.0008115236356258876,0.00026172402017735926,0.26401608955077743,0.5,0.26704123430419857,0
YBL050W,0.007303712720632989,0.005307813483107395,0.2830405047421566,1.2777777777777777,1.85142084855239,1
YDL239C,0.007303712720632989,0.005699261284691691,0.29606325417712653,0.9444444444444444,1.037171042769548,0
YLR233C,0.005072022722661797,0.0020552251445976172,0.2726180052463059,0.32,0.13435248173343411,0
YAL029C,0.0032460945425035505,0.001258065136401098,0.2778355747247041,0.875,0.43043499083617126,0
YBR081C,0.004057618178129438,0.0007134330257367892,0.27275685991790843,4.1,3.9632281706511474,0
YBR109C,0.013187259078920674,0.011455009081703117,0.2930925392087961,0.18461538461538463,0.3627857905982903,1
YBR130C,0.002028809089064719,0.0010584942888771402,0.27011229696516514,0.8,0.33508240709992093,0
YFL039C,0.007912355447352405,0.004950077256718524,0.29162060354265396,1.794871794871795,2.057098151005404,1
YGL106W,0.0012172854534388314,4.174559982512181e-05,0.24849774244647804,2.0,0.5228913012249988,1
YHR023W,0.002231689997971191,0.0007929760202227056,0.2754064979856824,0.5454545454545454,0.26931786429382587,1
YKL130C,0.00426049908703591,0.002798808743761618,0.2771963947057826,0.19047619047619047,0.08830434821564051,0
YLR249W,0.002028809089064719,0.00048312783395592593,0.2568816605239016,0.0,0.10000000000000003,1
YMR139W,0.005477784540474742,0.004738875962591853,0.28499874133696657,0.4444444444444444,0.43568047899164414,0
